code	binomial	pubmed_count
cfv	Campylobacter fetus	1111
cfw	Chlamydia trachomatis	15950
cfx	Campylobacter fetus	1111
cfz	Campylobacter fetus	1111
cga	Cellulomonas gilvus	1
cgam	Chryseobacterium gambrini	5
cgc	Cyanobium gracile	8
cgel	Clostridium gelidum	2
cgeo	Campylobacter geochelonis	3
cget	Croceiramulus getboli	1
cgf	Corynebacterium guangdongense	1
cgg	Corynebacterium glutamicum	3463
cgin	Castellaniella ginsengisoli	8
cgj	Corynebacterium glutamicum	3463
cgk	Corynebacterium geronticis	0
cgl	Corynebacterium glutamicum	3463
cgm	Corynebacterium glutamicum	3463
cgn	Chryseobacterium gallinarum	7
cgo	Coriobacterium glomerans	12
cgoi	Corynebacterium gottingense	4
cgot	Cytobacillus gottheilii	4
cgp	Corynebacterium genitalium	12
cgq	Corynebacterium glutamicum	3463
cgs	Corynebacterium glutamicum	3463
cgt	Corynebacterium glutamicum	3463
cgu	Corynebacterium glutamicum	3463
cgv	Corynebacterium glaucum	1
cgw	Candidatus Campbellbacteria bacterium	0
cgx	Corynebacterium glutamicum	3463
cgy	Corynebacterium glyciniphilum	4
chad	Corynebacterium hadale	2
chan	Corynebacterium hansenii	2
chc	Chlamydia psittaci	1956
chd	Caldicellulosiruptor hydrothermalis	9
che	Cardinium endosymbiont	8
chea	Chelativorans sp. AA-79	0
cheb	Cohnella herbarum	1
chei	Corynebacterium heidelbergense	1
chel	Chelatococcus sp. CO-6	1
ches	Corynebacterium hesseae	2
chf	Chitinophaga pendula	1
chg	Capnocytophaga haemolytica	6
chh	Chryseobacterium glaciei	1
chhl	Chromobacterium sp. HL1	0
chi	Chlamydia psittaci	1956
chic	Chitiniphilus purpureus	1
chih	Chitinophaga agri	2
chii	Chitinophaga sp. 180180018-2	0
chim	Chitinophaga sp. MD30	0
chin	Corynebacterium hindlerae	3
chit	Chitinophaga sp. XS-30	0
chiz	Chitinibacter bivalviorum	2
chk	Chryseolinea soli	2
chl	Chloroflexus aurantiacus	312
chla	Chlamydia poikilotherma	0
chlo	Chloracidobacterium sp. MS 40/45	0
chm	Corynebacterium humireducens	9
chn	Corynebacterium halotolerans	6
chon	Chondrocystis sp. NIES-4102	0
chor	Chitinophaga horti	1
chp	Chlamydia psittaci	1956
chr	Chlamydia psittaci	1956
chrb	Chromobacterium phragmitis	1
chrc	Chryseobacterium gotjawalense	1
chrd	Chryseobacterium sp. D764	0
chre	Chryseoglobus sp. 28M-23	0
chrh	Chryseobacterium sp. PCH239	0
chri	Chromobacterium phragmitis	1
chrj	Chryseobacterium sp. JV274	0
chrk	Chryseobacterium sp. KCF3-3	0
chrm	Chromobacterium paludis	2
chrn	Christiangramia sp. OXR-203	0
chro	Chromobacterium sp. ATCC 53434	0
chrp	Chryseobacterium sp. POL2	0
chrr	Chryseobacterium sp. PMSZPI	0
chrs	Chryseobacterium sp. 3008163	0
chrt	Chryseobacterium sp. Y16C	1
chru	Chromobacterium sp. Rain0013	0
chrw	Chryseotalea sp. WA131a	0
chry	Chryseobacterium sp. T16E-39	0
chrz	Chryseobacterium sp. 6424	0
chs	Chlamydia psittaci	1956
cht	Chlamydia psittaci	1956
chya	Calycomorphotria hydatis	1
chyd	Croceimicrobium hydrocarbonivorans	3
chz	Chryseobacterium sp. StRB126	0
cia	Clostridium isatidis	6
cib	Citrobacter sp. TSA-1	0
cid	Celeribacter indicus	6
cie	Citrobacter sp. CRE-46	0
cif	Citrobacter sp. FDAARGOS_156	0
cig	Citricoccus sp. SGAir0253	0
cih	Chryseobacterium sp. IHB B 17019	0
cihu	Corynebacterium ihumii	2
cii	Corynebacterium imitans	8
cij	Citromicrobium sp. JL477	0
cik	Corynebacterium incognitum	1
cinf	Candidatus Campylobacter infans	7
cip	Candidatus Cytomitobacter indipagum	0
ciq	Citrobacter sp. TBCP-5362	0
cir	Citrobacter sp. CFNIH10	0
cira	Cellulomonas iranensis	7
cis	Campylobacter insulaenigrae	9
citr	Citrobacter sp. LUTT5	0
citz	Citrobacter tructae	1
civ	Cruoricaptor ignavus	2
ciw	Caulobacter inopinatus	1
cix	Citrobacter sp. XT1-2-2	2
ciy	Citrobacter sp. Y3	1
cjam	Corynebacterium jamesii	1
cjap	Caldichromatium japonicum	1
cjd	Campylobacter jejuni	9787
cje	Campylobacter jejuni	9787
cjei	Campylobacter jejuni	9787
cjej	Campylobacter jejuni	9787
cjen	Campylobacter jejuni	9787
cjer	Campylobacter jejuni	9787
cjeu	Campylobacter jejuni	9787
cjg	Kaistella jeonii	4
cjh	Corynebacterium jeddahense	3
cji	Campylobacter jejuni	9787
cjj	Campylobacter jejuni	9787
cjl	Campylobacter jejuni	9787
cjm	Campylobacter jejuni	9787
cjn	Campylobacter jejuni	9787
cjp	Campylobacter jejuni	9787
cjq	Campylobacter jejuni	9787
cjr	Campylobacter jejuni	9787
cjs	Campylobacter jejuni	9787
cju	Campylobacter jejuni	9787
cjv	Campylobacter jejuni	9787
cjw	Campylobacter jejuni	9787
cjx	Campylobacter jejuni	9787
cjy	Campylobacter jejuni	9787
cjz	Campylobacter jejuni	9787
ckf	Corynebacterium kefirresidentii	5
ckh	Conchiformibius kuhniae	0
cki	Caldicellulosiruptor acetigenus	5
ckn	Caldicellulosiruptor kronotskyensis	10
ckr	Clostridium kluyveri	245
cks	Chitinimonas koreensis	10
ckw	Corynebacterium kalinowskii	1
clac	Chryseobacterium lactis	12
clav	Caproiciproducens lactatisolvens	1
clb	Clostridium sp. BNL1100	1
clc	Caldicellulosiruptor acetigenus	5
cle	Cellulosilyticum lentocellum	10
cleh	Corynebacterium lehmanniae	1
clf	Caproicibacterium lactatifermentans	5
clia	Corynebacterium liangguodongii	2
clih	Nitratidesulfovibrio liaohensis	1
clit	Chondrinema litorale	0
cliz	Corynebacterium lizhenjunii	1
cll	Campylobacter lari	214
clm	Campylobacter lari	214
cln	Campylobacter lari	214
clod	Clostridium sp. MD294	0
clol	Clostridium sp. LQ25	2
clom	Clostridium sp. MF28	0
cloo	Clostridium sp. OS1-26	0
clos	Clostridium sp. AWRP	3
clq	Campylobacter lari	214
clr	Campylobacter lari	214
cls	Clostridium sp. SY8519	0
clt	Clostridium bornimense	4
cluj	Corynebacterium lujinxingii	1
clw	Corynebacterium lactis	3
cly	Cellulophaga lytica	38
cmag	Pacificitalea manganoxidans	0
cmah	Clostridium manihotivorum	4
cmal	Corynebacterium macclintockiae	3
cman	Croceicoccus marinus	8
cmaq	Chryseobacterium manosquense	1
cmar	Celeribacter marinus	2
cmas	Corynebacterium massiliense	3
cmau	Corynebacterium marquesiae	2
cmav	Chitinibacter mangrovi	3
cmb	Caulobacter mirabilis	8
cmd	Corynebacterium maris	7
cmed	Caminibacter mediatlanticus	7
cmet	Chenggangzhangella methanolivorans	5
cmi	Clavibacter michiganensis	441
cmic	Caldinitratiruptor microaerophilus	2
cmik	Candidatus Mikella endobia	0
cmm	Chlamydia muridarum	512
cmn	Chlamydia muridarum	512
cmol	Campylobacter molothri	2
cmor	Caldicellulosiruptor morganii	4
cmp	Chamaesiphon minutus	1
cmq	Corynebacterium marinum	3
cmr	Cyclobacterium marinum	10
cmu	Chlamydia muridarum	512
cmua	Citricoccus muralis	6
cmur	Chlamydia muridarum	512
cmv	Corynebacterium mustelae	7
cmx	Chlamydia muridarum	512
cmz	Chlamydia muridarum	512
cna	Croceicoccus naphthovorans	6
cnag	Caldicellulosiruptor naganoensis	3
cnca	Chitinophaga caseinilytica	2
cni	Calditerrivibrio nitroreducens	6
cnk	Chryseobacterium nakagawai	5
cnp	Chryseobacterium nepalense	3
cnq	Catalinimonas niigatensis	2
cnr	Cloacibacterium normanense	10
cnt	Cedecea neteri	19
cnu	Carbonicoccus niuqiaonis	1
cnv	Campylobacter novaezeelandiae	2
coa	Corynebacterium sp. ATCC 6931	0
cobb	Cobetia sp. 4B	0
cobc	Cobetia sp. cqz5-12	0
cobd	Cobetia sp. D5	1
cobe	Cobetia sp. AM6	0
cobu	Cobetia sp. UIB-001	1
codo	Comamonas odontotermitis	9
coe	Corynebacterium pseudotuberculosis	675
cof	Comamonas flocculans	3
coh	Cohnella candida	0
cohl	Cohnella sp. LGH	2
cohn	Cohnella abietis	1
coi	Corynebacterium pseudotuberculosis	675
coj	Campylobacter ornithocola	3
cok	Corynebacterium occultum	1
col	Capnocytophaga sp. oral taxon 323	0
cola	Colwellia sp. Arc7-D	0
coll	Collinsella sp. zg1085	0
colw	Colwellia sp. PAMC 21821	0
com	Colwellia sp. MT41	0
comb	Comamonas sp. B21-038	0
comm	Commensalibacter melissae	3
comn	Cellulophaga omnivescoria	4
con	Actibacterium sp. EMB200-NS6	0
coo	Coprococcus sp. ART55/1	2
cop	Corynebacterium pseudotuberculosis	675
copr	Coprobacter secundus	6
coq	Commensalibacter melissae	3
cor	Corynebacterium pseudotuberculosis	675
cora	Chryseobacterium oranimense	5
core	Corynebacterium sp. Z-1	1
cork	Corynebacterium sp. 22KM0430	0
corm	Corynebacterium sp. 21KM1197	0
corn	Corynebacterium sp. NML98-0116	0
cors	Corynebacterium sp. SCR221107	0
cory	Corynebacterium sp. sy039	0
corz	Chryseobacterium oryzae	1
cos	Corynebacterium pseudotuberculosis	675
cou	Corynebacterium pseudotuberculosis	675
cov	Colwellia sp. Arc7-635	0
cow	Caldicellulosiruptor owensensis	11
coy	Chitinophaga oryzae	3
coz	Colwellia sp. PAMC 20917	0
cpa	Chlamydia pneumoniae	4200
cpaa	Chlamydophila parapsittaci	1
cpab	Companilactobacillus pabuli	4
cpaf	Caminibacter pacificus	1
cpal	Cellulomonas palmilytica	2
cpar	Citrobacter pasteurii	7
cpas	Clostridium pasteurianum	778
cpat	Clostridium pasteurianum	778
cpc	Chlorobaculum parvum	3
cpeg	Corynebacterium pelargi	2
cpel	Campylobacter peloridis	4
cpeo	Chlamydia pecorum	212
cper	Chlamydia pecorum	212
cpf	Clostridium perfringens	9285
cpg	Corynebacterium pseudotuberculosis	675
cph	Chlorobium phaeobacteroides	40
cpha	Clavibacter phaseoli	4
cpho	Corynebacterium phocae	2
cphy	Cnuibacter physcomitrellae	1
cpin	Campylobacter pinnipediorum	3
cpip	Chryseobacterium piperi	10
cpis	Comamonas piscis	3
cpj	Chlamydia pneumoniae	4200
cpk	Corynebacterium pseudotuberculosis	675
cpl	Corynebacterium pseudotuberculosis	675
cpm	Chlamydia pecorum	212
cpn	Chlamydia pneumoniae	4200
cpol	Chitinophaga pollutisoli	1
cpom	Curtobacterium pomorum	1
cpon	Curtobacterium poinsettiae	0
cpor	Cloacibacillus porcorum	11
cpoy	Corynebacterium poyangense	1
cpp	Corynebacterium pseudotuberculosis	675
cpq	Corynebacterium pseudotuberculosis	675
cpr	Clostridium perfringens	9285
cpra	Collimonas pratensis	12
cpre	Corynebacterium provencense	5
cprf	Crassaminicella profunda	5
cpri	Candidatus Cytomitobacter primus	0
cpro	Anaerotignum propionicum	9
cprt	Cellulosimicrobium protaetiae	2
cprv	Cyclonatronum proteinivorum	1
cpsa	Chlamydia psittaci	1956
cpsb	Chlamydia psittaci	1956
cpsc	Chlamydia psittaci	1956
cpsd	Chlamydia psittaci	1956
cpse	Corynebacterium pseudotuberculosis	675
cpsf	Corynebacterium pseudotuberculosis	675
cpsg	Chlamydia psittaci	1956
cpsi	Chlamydia psittaci	1956
cpsk	Corynebacterium pseudokroppenstedtii	5
cpsl	Corynebacterium pseudogenitalium	11
cpsm	Chlamydia psittaci	1956
cpsn	Chlamydia psittaci	1956
cpso	Corynebacterium pseudopelargi	1
cpss	Cytobacillus pseudoceanisediminis	1
cpst	Chlamydia psittaci	1956
cpsu	Corynebacterium pseudotuberculosis	675
cpsv	Chlamydia psittaci	1956
cpsw	Chlamydia psittaci	1956
cpt	Chlamydia pneumoniae	4200
cpu	Corynebacterium pseudotuberculosis	675
cpul	Caproiciproducens puteiluti	1
cpx	Corynebacterium pseudotuberculosis	675
cpy	Lachnoclostridium phytofermentans	9
cpyr	Corynebacterium pyruviciproducens	12
cpz	Corynebacterium pseudotuberculosis	675
cqf	Curtobacterium flaccumfaciens	87
cqn	Corynebacterium qintianiae	1
cqs	Clavibacter quasicaliforniensis	1
cra	Chlamydia trachomatis	15950
cras	Crassaminicella indica	1
crd	Corynebacterium resistens	11
crf	Corynebacterium rouxii	11
crh	Candidatus Carsonella ruddii	38
crhi	Chryseobacterium rhizoplanae	4
crhn	Corynebacterium rhinophilum	1
cri	Candidatus Carsonella ruddii	38
crj	Comamonas resistens	4
crm	Paracrocinitomix mangrovi	1
crn	Carnobacterium sp. 17-4	0
cros	Crossiella sp. CA-258035	0
crp	Candidatus Carsonella ruddii	38
crr	Candidatus Carsonella ruddii	38
crs	Crassaminicella thermophila	2
crt	Candidatus Carsonella ruddii	38
cru	Candidatus Carsonella ruddii	38
crud	Candidatus Carsonella ruddii	38
crv	Candidatus Carsonella ruddii	38
crw	Clostridium felsineum	18
cry	Cryobacterium sp. LW097	0
crz	Chromobacterium rhizoryzae	2
csa	Chromohalobacter israelensis	7
csac	Chitinophaga sancti	12
csah	Candidatus Caldatribacterium saccharofermentans	0
csal	Chryseobacterium salivictor	4
csan	Corynebacterium sanguinis	3
csau	Capilliphycus salinus	3
csaz	Candidatus Chlamydia sanziniae	0
csd	Thermoclostridium stercorarium	11
csee	Chlamydia serpentis	3
csei	Clavibacter seminis	1
csen	Comamonas sediminis	4
cser	Comamonas serinivorans	3
cses	Chitinirhabdus sediminis	1
csf	Campylobacter subantarcticus	4
csha	Chryseobacterium shandongense	3
csi	Cronobacter malonaticus	69
csil	Corynebacterium silvaticum	11
csk	Cronobacter sakazakii	808
csm	Campylobacter subantarcticus	4
csn	Cyanobacterium stanieri	6
cso	Clostridium cf. saccharolyticum K10	0
csoa	Cytobacillus solani	5
cspg	Cytobacillus spongiae	1
csph	Corynebacterium sphenisci	3
cspn	Crateriforma spongiae	1
cspo	Caminicella sporogenes	3
csqu	Comamonas squillarum	1
css	Thermoclostridium stercorarium	11
cst	Acetoanaerobium sticklandii	8
cstc	Collinsella stercoris	12
cste	Conchiformibius steedae	1
csto	Capnocytophaga stomatis	1
csua	Litchfieldia suaedae	0
csub	Carboxydichorda subterranea	0
csue	Corynebacterium suedekumii	1
csup	Chryseobacterium suipulveris	1
csur	Corynebacterium suranareeae	2
csw	Chlamydia trachomatis	15950
csx	Corynebacterium singulare	3
csz	Cronobacter sakazakii	808
cta	Chlamydia trachomatis	15950
ctae	Clostridium taeniosporum	7
ctag	Clostridium tagluense	10
ctai	Chryseobacterium taihuense	4
ctak	Chryseobacterium taklimakanense	3
ctb	Chlamydia trachomatis	15950
ctcf	Chlamydia trachomatis	15950
ctch	Chlamydia trachomatis	15950
ctcj	Chlamydia trachomatis	15950
ctct	Chlamydia trachomatis	15950
ctd	Chlamydia trachomatis	15950
ctec	Chlamydia trachomatis	15950
cted	Corynebacterium testudinoris	5
ctel	Citrobacter telavivensis	3
cter	Corynebacterium terpenotabidum	5
ctet	Clostridium tetani	788
ctf	Chlamydia trachomatis	15950
ctfs	Chlamydia trachomatis	15950
ctfw	Chlamydia trachomatis	15950
ctg	Chlamydia trachomatis	15950
cthd	Clostridium thermosuccinogenes	11
cthf	Chlamydia trachomatis	15950
cthi	Caldimicrobium thiodismutans	3
cthj	Chlamydia trachomatis	15950
cthm	Carboxydocella thermautotrophica	3
ctj	Chlamydia trachomatis	15950
ctjs	Chlamydia trachomatis	15950
ctjt	Chlamydia trachomatis	15950
ctk	Chlamydia trachomatis	15950
ctl	Chlamydia trachomatis	15950
ctla	Chlamydia trachomatis	15950
ctlb	Chlamydia trachomatis	15950
ctlc	Chlamydia trachomatis	15950
ctlf	Chlamydia trachomatis	15950
ctli	Chlamydia trachomatis	15950
ctlj	Chlamydia trachomatis	15950
ctll	Chlamydia trachomatis	15950
ctlm	Chlamydia trachomatis	15950
ctln	Chlamydia trachomatis	15950
ctlq	Chlamydia trachomatis	15950
ctls	Chlamydia trachomatis	15950
ctlx	Chlamydia trachomatis	15950
ctlz	Chlamydia trachomatis	15950
ctmj	Chlamydia trachomatis	15950
ctn	Chlamydia trachomatis	15950
cto	Chlamydia trachomatis	15950
ctq	Chlamydia trachomatis	15950
ctr	Chlamydia trachomatis	15950
ctra	Chlamydia trachomatis	15950
ctrb	Chlamydia trachomatis	15950
ctrc	Chlamydia trachomatis	15950
ctrd	Chlamydia trachomatis	15950
ctre	Chlamydia trachomatis	15950
ctrf	Chlamydia trachomatis	15950
ctrg	Chlamydia trachomatis	15950
ctrh	Chlamydia trachomatis	15950
ctri	Chlamydia trachomatis	15950
ctrj	Chlamydia trachomatis	15950
ctrk	Chlamydia trachomatis	15950
ctrl	Chlamydia trachomatis	15950
ctrm	Chlamydia trachomatis	15950
ctrn	Chlamydia trachomatis	15950
ctro	Chlamydia trachomatis	15950
ctrp	Chlamydia trachomatis	15950
ctrq	Chlamydia trachomatis	15950
ctrr	Chlamydia trachomatis	15950
ctrs	Chlamydia trachomatis	15950
ctrt	Chlamydia trachomatis	15950
ctru	Chlamydia trachomatis	15950
ctrv	Chlamydia trachomatis	15950
ctrw	Chlamydia trachomatis	15950
ctrx	Chlamydia trachomatis	15950
ctry	Chlamydia trachomatis	15950
ctrz	Chlamydia trachomatis	15950
cts	Chloroherpeton thalassium	8
cttj	Chlamydia trachomatis	15950
ctur	Chryseobacterium sp. C-71	0
ctv	Chlamydia trachomatis	15950
ctw	Chlamydia trachomatis	15950
ctx	Acetivibrio thermocellus	40
cty	Chlamydia trachomatis	15950
ctz	Chlamydia trachomatis	15950
cub	Curtobacterium sp. BH-2-1-1	0
cue	Corynebacterium ulcerans	270
cuf	Curtobacterium aetherium	2
cug	Curtobacterium sp. SGAir0471	0
cuh	Cupriavidus necator	802
cui	Cronobacter universalis	7
cuk	Cupriavidus sp. KK10	0
cul	Corynebacterium ulcerans	270
cum	Curtobacterium sp. MR_MD2014	0
cun	Corynebacterium ulcerans	270
cuo	Corynebacterium urogenitale	2
cupa	Cupriavidus sp. Agwp_2	1
cupd	Cupriavidus sp. DF5525	0
cupe	Cupriavidus sp. EM10	0
cupp	Cupriavidus sp. P-10	0
cupr	Cupriavidus sp. ISTL7	0
cur	Corynebacterium urealyticum	163
curb	Curtobacterium sp. 458	0
curo	Curtobacterium sp. TC1	0
curt	Curtobacterium sp. TXMA1	0
curz	Curtobacterium sp. C1	0
cus	Corynebacterium ramonii	3
cut	Corynebacterium uterequi	4
cuu	Cupriavidus sp. USMAA2-4	1
cuv	Corynebacterium ureicelerivorans	7
cuw	Corynebacterium uberis	1
cuy	Curtobacterium sp. YC1	0
cvb	Congregibacter variabilis	1
cvd	Carnobacterium viridans	3
cvl	Chloracidobacterium validum	2
cvo	Campylobacter volucris	8
cvt	Corynebacterium vitaeruminis	7
cvu	Campylobacter vulpis	2
cwan	Cellulomonas wangleii	1
cwg	Chryseobacterium wangxinyae	1
cwk	Corynebacterium wankanglinii	1
cwn	Cellulomonas wangsupingiae	1
cxi	Cyclobacterium xiamenense	2
cxie	Cellulomonas xiejunii	1
cya	Synechococcus sp. JA-3-3Ab	0
cyb	Synechococcus sp. JA-2-3B'a	1
cyc	Gloeothece citriformis	1
cyd	Cyanobacterium sp. DS4	0
cyh	Rippkaea orientalis	3
cyi	Cyanobium sp. NIES-981	0
cyj	Gloeothece verrucosa	0
cyl	Cyanobacterium sp. HL-69	0
cyn	Cyanothece sp. PCC 7425	0
cyp	Rippkaea orientalis	3
cyq	Cycloclasticus sp. P1	0
cyr	Cyanobacterium sp. IPPAS B-1200	0
cys	Cysteiniphilum sp. QT6929	0
cyx	Cytobacillus sp. BC1816	0
cyy	Cycloclasticus sp. PY97N	0
cyz	Corynebacterium yudongzhengii	1
cza	Cycloclasticus zancles	1
czh	Clavibacter zhangzhiyongii	5
czn	Carbonicoccus zhangzhihongae	1
czo	Corynebacterium zhongnanshanii	1
daa	Frigidibacter mobilis	2
dab	Deinococcus actinosclerus	6
dact	Dactylosporangium sp. AC04546	0
dad	Dickeya ananatis	1
dae	Desulfofarcimen acetoxidans	0
daer	Diaphorobacter aerolatus	3
daf	Desulfocurvibacter africanus	0
dag	Devosia algicola	1
dah	Deinococcus aetherius	6
dai	Desulfosporosinus acidiphilus	4
daj	Dechloromonas aquae	1
dal	Desulfatibacillum aliphaticivorans	6
dalk	Desulfosarcina alkanivorans	1
dao	Desulfobacca acetoxidans	7
dap	Denitrovibrio acetiphilus	8
daq	Dickeya aquatica	5
daqt	Dokdonella aquatica	1
daqu	Deinococcus aquaticus	10
das	Pseudodesulfovibrio aespoeensis	5
dat	Desulforapulum autotrophicum	0
dav	Desulfurella acetivorans	7
daw	Candidatus Desulfofervidus auxilii	5
dax	Desulfoglaeba alkanexedens	4
dbc	Metallumcola ferriviriculae	1
dbk	Desulfomarina profundi	1
dbr	Desulfarculus baarsii	5
dcb	Solidesulfovibrio carbinolicus	1
dce	Denitrificimonas caeni	1
dch	Deinococcus soli	5
dcm	Dolichospermum compactum	1
dcn	Dyadobacter chenwenxiniae	1
dcp	Demequina capsici	1
dcs	Dyella caseinilytica	1
dda	Musicola paradisiaca	1
ddc	Dickeya parazeae	3
dden	Dechloromonas denitrificans	11
ddf	Deferribacter desulfuricans	6
ddl	Desulfitobacterium dichloroeliminans	7
ddn	Pseudodesulfovibrio mercurii	7
ddo	Dokdonia donghaensis	8
ddt	Denitrobacterium detoxificans	9
ddu	Desulfolithobacter dissulfuricans	2
ddz	Candidatus Desulfobacillus denitrificans	2
dea	Devosia ginsengisoli	1
dec	Dehalobacter sp. CF	0
dech	Dechloromonas sp. TW-R-39-2	0
ded	Dehalobacter sp. DCA	0
dee	Deefgea piscis	1
def	Desulfovibrio falkowii	2
deg	Dehalococcoides mccartyi	233
deh	Dehalococcoides mccartyi	233
deha	Dehalobacter sp. CP	0
deht	Dehalobacter sp. TBBPA1	0
dei	Devosia sp. I507	0
deid	Deinococcus sp. D7000	0
dein	Deinococcus sp. AJ005	0
dej	Pseudodesulfovibrio indicus	2
dek	Desulfoluna limicola	1
del	Delftia sp. Cs1-4	1
delf	Desulfovibrio sp. 86	2
delo	Desulfitobacterium elongatum	1
delu	Delftia sp. UGAL515B_04	0
dem	Demequina sp. TMPB413	0
den	Candidatus Doolittlea endobia	0
dend	Dyadobacter endophyticus	5
deni	Denitratisoma sp. DHT3	0
deo	Desulfobulbus oralis	5
dep	Desulfuromonas sp. AOP6	0
deq	Devosia sp. H5989	0
derm	Dermacoccus sp. PAMC28757	0
des	Desulfuromonas soudanensis	3
desb	Desulfosarcina sp. BuS5	0
desd	Desulfitobacterium sp. AusDCA	0
desl	Desulfoscipio sp. L	0
desu	Desulfomicrobium sp. ZS1	0
det	Dehalococcoides mccartyi	233
deth	Dehalogenimonas etheniformans	6
deu	Desulfuromonas sp. DDH964	0
dev	Dehalococcoides mccartyi	233
devd	Devosia sp. D6-9	0
devo	Devosia sp. MC521	0
devs	Devosia sp. SD17-2	0
dew	Dehalogenimonas sp. WBC-2	0
dex	Defluviicoccus sp. SSA4	0
dey	Dechloromonas sp. HYN0024	0
dez	Deinococcus irradiatisoli	2
dfg	Desulforamulus ferrireducens	0
dfk	Desulfovibrio falkowii	2
dfn	Dickeya fangzhongdai	20
dfo	Dehalogenimonas formicexedens	3
dfq	Dyadobacter fanqingshengii	1
dfu	Dactylosporangium fulvum	6
dgg	Megalodesulfovibrio gigas	0
dgi	Desulfoscipio gibsoniae	0
dgl	Desulforhopalus glucosivorans	1
dgo	Deinococcus gobiensis	7
dhg	Desulfobacter hydrogenophilus	9
dhi	Dermatobacter hominis	1
dhk	Delftia sp. HK171	0
dho	Dialister hominis	4
dhr	Dissulfurimicrobium hydrothermale	3
dht	Dolichospermum heterosporum	0
dhy	Maridesulfovibrio hydrothermalis	1
dia	Acidovorax ebreus	5
dic	Dickeya poaceiphila	1
did	Dietzia sp. DQ12-45-1b	2
dih	Diaphorobacter sp. HDW4A	0
dij	Diaphorobacter sp. JS3050	0
dil	Diaphorobacter sp. LI3	0
dim	Diaphorobacter sp. MNS-0	0
din	Desulfurispirillum indicum	7
dinc	Desemzia incerta	12
dis	Diaphorobacter sp. JS3051	0
dit	Dietzia sp. oral taxon 368	0
diu	Dialister sp. UW_FK_DIAL1_1	0
diz	Dietzia sp. JS16-p6b	0
dji	Dyella jiangningensis	4
djj	Dermabacter jinjuensis	2
dki	Dellaglioa kimchii	1
dkn	Dietzia kunjamensis	5
dku	Desulfofundulus kuznetsovii	3
dky	Dyella kyungheensis	2
dlc	Dickeya lacustris	1
dlf	Dehalogenimonas loeffleri	2
dlg	Desulfovibrio legallii	3
dli	Desulfonema limicola	3
dlm	Desulfofustis limnaeus	2
dls	Diaphorobacter limosus	3
dlu	Dietzia lutea	2
dly	Dehalogenimonas lykanthroporepellens	9
dma	Solidesulfovibrio magneticus	2
dmat	Dactylosporangium vinaceum	2
dmb	Deinococcus metallilatus	4
dmc	Dehalococcoides mccartyi	233
dmd	Dehalococcoides mccartyi	233
dmf	Deferrivibrio metallireducens	1
dmg	Dehalococcoides mccartyi	233
dmm	Desulfonema magnum	4
